route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_boarding,bikes_allowed
2970,1_merged_953839,953448,KING at HIGHWAY 8,,0,b_415333,18872,1,1
2968,1_merged_953839,953029,EASTGATE SQUARE,,1,b_415326,18864,1,1
2968,1_merged_953839,953028,EASTGATE SQUARE,,1,b_415331,18865,1,1
2968,1_merged_953839,953027,EASTGATE SQUARE,,1,b_415327,18864,1,1
2968,1_merged_953839,953026,EASTGATE SQUARE,,1,b_415334,18865,1,1
2968,1_merged_953839,953025,EASTGATE SQUARE,,1,b_415322,18864,1,1
2968,1_merged_953839,953024,EASTGATE SQUARE,,1,b_415321,18865,1,1
2968,1_merged_953839,953023,EASTGATE SQUARE,,1,b_415326,18865,1,1
2968,1_merged_953839,953022,EASTGATE SQUARE,,1,b_415328,18864,1,1
2968,1_merged_953839,953021,EASTGATE SQUARE,,1,b_415331,18864,1,1
2968,1_merged_953839,953020,EASTGATE SQUARE,,1,b_415327,18863,1,1
2908,2_merged_953837,931852,5C MEADOWLANDS,,0,a_414576,18548,1,1
2908,2_merged_953837,931853,52 HEAD STREET,,0,a_414585,18544,1,1
2908,2_merged_953837,931850,5C MEADOWLANDS,,0,a_414574,18548,1,1
2908,2_merged_953837,931851,52 HEAD STREET,,0,a_414575,18544,1,1
2908,2_merged_953837,931856,52 PIRIE at GOVERNORS,,0,a_414587,18546,1,1
2908,2_merged_953837,931857,52 PIRIE at GOVERNORS,,0,a_414581,18546,1,1
2908,2_merged_953837,931854,5C MEADOWLANDS,,0,a_414580,18548,1,1
2908,2_merged_953837,931855,52 PIRIE at GOVERNORS,,0,a_414577,18546,1,1
2938,1_merged_953839,942223,EASTGATE SQUARE,,0,b_415075,18695,1,1
2938,1_merged_953839,942222,EASTGATE SQUARE,,0,b_415083,18695,1,1
2908,2_merged_953837,931858,52 PIRIE at GOVERNORS,,0,a_414583,18546,1,1
2908,2_merged_953837,931859,52 PIRIE at GOVERNORS,,0,a_414584,18546,1,1
2938,1_merged_953839,942227,EASTGATE SQUARE,,0,b_415087,18695,1,1
2938,1_merged_953839,942226,EASTGATE SQUARE,,0,b_415077,18695,1,1
2938,1_merged_953839,942225,EASTGATE SQUARE,,0,b_415085,18695,1,1
2938,1_merged_953839,942224,EASTGATE SQUARE,,0,b_415088,18695,1,1
2955,1_merged_953839,948362,UPPER GAGE at RYMAL,,0,b_415456,18797,1,1
2904,3_merged_953836,929394,HAMILTON GO CENTRE,,1,a_414429,18521,1,1
2904,3_merged_953836,929395,HAMILTON GO CENTRE,,1,a_414430,18521,1,1
2904,3_merged_953836,929396,HAMILTON GO CENTRE,,1,a_414427,18521,1,1
2904,3_merged_953836,929397,HAMILTON GO CENTRE,,1,a_414428,18521,1,1
2904,3_merged_953836,929390,HAMILTON GO CENTRE,,1,a_414430,18521,1,1
2904,3_merged_953836,929391,HAMILTON GO CENTRE,,1,a_414427,18521,1,1
2904,3_merged_953836,929392,HAMILTON GO CENTRE,,1,a_414428,18521,1,1
2904,3_merged_953836,929393,HAMILTON GO CENTRE,,1,a_414426,18521,1,1
2958,1_merged_953839,949726,LIME RIDGE MALL,,0,b_415507,18804,1,1
2904,3_merged_953836,929398,HAMILTON GO CENTRE,,1,a_414431,18519,1,1
2904,3_merged_953836,929399,HAMILTON GO CENTRE,,1,a_414423,18519,1,1
2966,1_merged_953839,952554,WEST HAMILTON LOOP,,0,b_415640,18850,1,1
2944,2_merged_953841,946106,DOWNTOWN,,1,b_415305,18758,1,1
2944,2_merged_953841,946107,DOWNTOWN,,1,b_415303,18758,1,1
2944,2_merged_953841,946104,HILLCREST LOOP,,0,b_415303,18757,1,1
2944,2_merged_953841,946105,HILLCREST LOOP,,0,b_415304,18757,1,1
2944,2_merged_953841,946102,HILLCREST LOOP,,0,b_415302,18757,1,1
2944,2_merged_953841,946103,HILLCREST LOOP,,0,b_415305,18757,1,1
2907,2_merged_953837,931239,DOWNTOWN via BURLINGTON STREET,,1,a_414527,18542,1,1
2944,2_merged_953841,946101,HILLCREST LOOP,,0,b_415304,18757,1,1
2944,2_merged_953841,946108,DOWNTOWN,,1,b_415304,18758,1,1
2944,2_merged_953841,946109,DOWNTOWN,,1,b_415302,18758,1,1
2942,2_merged_953841,945349,JONES at KING,,1,b_415266,18743,1,1
2957,4_merged_953842,949568,MACNAB TRANSIT TERMINAL,,1,b_415524,18802,1,1
2938,1_merged_953839,942229,EASTGATE SQUARE,,0,b_415083,18695,1,1
2904,2_merged_953837,929170,HAMILTON GO CENTRE,,1,a_414414,18519,1,1
2904,2_merged_953837,929171,HAMILTON GO CENTRE,,1,a_414412,18519,1,1
2904,2_merged_953837,929172,HAMILTON GO CENTRE,,1,a_414417,18519,1,1
2904,2_merged_953837,929173,HAMILTON GO CENTRE,,1,a_414418,18519,1,1
2904,2_merged_953837,929174,HAMILTON GO CENTRE,,1,a_414416,18519,1,1
2904,2_merged_953837,929175,HAMILTON GO CENTRE,,1,a_414419,18519,1,1
2904,2_merged_953837,929176,HAMILTON GO CENTRE,,1,a_414414,18519,1,1
2904,2_merged_953837,929177,HAMILTON GO CENTRE,,1,a_414412,18519,1,1
2904,2_merged_953837,929178,HAMILTON GO CENTRE,,1,a_414417,18519,1,1
2904,2_merged_953837,929179,HAMILTON GO CENTRE,,1,a_414415,18519,1,1
2962,1_merged_953839,951119,ST. ELIZABETH VILLAGE via UPPER JAMES,,0,b_415537,18816,1,1
2938,2_merged_953841,942489,EASTGATE SQUARE,,0,b_415090,18695,1,1
2938,2_merged_953841,942488,EASTGATE SQUARE,,0,b_415093,18695,1,1
2938,2_merged_953841,942487,EASTGATE SQUARE,,0,b_415095,18695,1,1
2938,2_merged_953841,942486,EASTGATE SQUARE,,0,b_415092,18695,1,1
2938,2_merged_953841,942485,EASTGATE SQUARE,,0,b_415094,18695,1,1
2938,2_merged_953841,942484,EASTGATE SQUARE,,0,b_415099,18695,1,1
2938,2_merged_953841,942483,EASTGATE SQUARE,,0,b_415089,18695,1,1
2938,2_merged_953841,942482,EASTGATE SQUARE,,0,b_415098,18695,1,1
2938,2_merged_953841,942481,EASTGATE SQUARE,,0,b_415091,18695,1,1
2938,2_merged_953841,942480,EASTGATE SQUARE,,0,b_415096,18695,1,1
2968,1_merged_953839,952998,EASTGATE SQUARE,,1,b_415322,18864,1,1
2968,1_merged_953839,952999,EASTGATE SQUARE,,1,b_415332,18865,1,1
2958,1_merged_953839,949723,LIME RIDGE MALL,,0,b_415507,18804,1,1
2953,1_merged_953839,947562,MOUNTAIN BROW LOOP,,0,b_415417,18791,1,1
2968,1_merged_953839,952990,EASTGATE SQUARE,,1,b_415328,18865,1,1
2968,1_merged_953839,952991,EASTGATE SQUARE,,1,b_415332,18865,1,1
2968,1_merged_953839,952992,EASTGATE SQUARE,,1,b_415333,18862,1,1
2968,1_merged_953839,952993,EASTGATE SQUARE,,1,b_415334,18864,1,1
2968,1_merged_953839,952994,EASTGATE SQUARE,,1,b_415327,18865,1,1
2938,1_merged_953839,942221,EASTGATE SQUARE,,0,b_415071,18695,1,1
2968,1_merged_953839,952996,EASTGATE SQUARE,,1,b_415330,18865,1,1
2968,1_merged_953839,952997,EASTGATE SQUARE,,1,b_415321,18865,1,1
2939,2_merged_953841,943578,HAMILTON GO CENTRE,,1,b_415142,18709,1,1
2939,2_merged_953841,943579,HAMILTON GO CENTRE,,1,b_415151,18709,1,1
2948,3_merged_953840,947059,BURLINGTON TERMINAL,,1,b_415360,18773,1,1
2938,1_merged_953839,942220,EASTGATE SQUARE,,0,b_415087,18695,1,1
2963,4_merged_953842,951946,GAGE at INDUSTRIAL via OTTAWA,,1,b_415607,18830,1,1
2963,4_merged_953842,951947,GAGE at INDUSTRIAL via KENILWORTH,,1,b_415608,18827,1,1
2963,4_merged_953842,951944,GAGE at INDUSTRIAL via OTTAWA,,1,b_415608,18830,1,1
2963,4_merged_953842,951945,GAGE at INDUSTRIAL via KENILWORTH,,1,b_415609,18827,1,1
2939,2_merged_953841,943570,HAMILTON GO CENTRE,,1,b_415143,18709,1,1
2939,2_merged_953841,943571,HAMILTON GO CENTRE,,1,b_415152,18709,1,1
2939,2_merged_953841,943572,HAMILTON GO CENTRE,,1,b_415148,18709,1,1
2939,2_merged_953841,943573,HAMILTON GO CENTRE,,1,b_415144,18709,1,1
2939,2_merged_953841,943574,HAMILTON GO CENTRE,,1,b_415145,18709,1,1
2939,2_merged_953841,943575,HAMILTON GO CENTRE,,1,b_415149,18709,1,1
2939,2_merged_953841,943576,HAMILTON GO CENTRE,,1,b_415153,18709,1,1
2939,2_merged_953841,943577,HAMILTON GO CENTRE,,1,b_415146,18709,1,1
2958,1_merged_953839,949722,LIME RIDGE MALL,,0,b_415509,18804,1,1
2956,1_merged_953839,948891,MACNAB TRANSIT TERMINAL,,1,b_415452,18800,1,1
2953,1_merged_953839,947561,MOUNTAIN BROW LOOP,,0,b_415410,18791,1,1
2959,2_merged_953841,950317,MACNAB TRANSIT TERMINAL,,1,b_415550,18807,1,1
2970,1_merged_953839,953446,KING at HIGHWAY 8,,0,b_415321,18872,1,1
2939,4_merged_953842,943820,HAMILTON GO CENTRE,,1,b_415164,18709,1,1
2958,2_merged_953841,949830,LIME RIDGE MALL,,0,b_415516,18804,1,1
2910,4_merged_953838,932749,HILLCREST LOOP,,0,a_414624,18575,1,1
2910,4_merged_953838,932748,HILLCREST LOOP,,0,a_414623,18575,1,1
2908,3_merged_953836,932039,52 PIRIE at GOVERNORS,,0,a_414600,18546,1,1
2908,3_merged_953836,932038,52 PIRIE at GOVERNORS,,0,a_414599,18546,1,1
2908,3_merged_953836,932035,52 PIRIE at GOVERNORS,,0,a_414600,18546,1,1
2908,3_merged_953836,932034,52 PIRIE at GOVERNORS,,0,a_414599,18546,1,1
2908,3_merged_953836,932037,52 PIRIE at GOVERNORS,,0,a_414598,18546,1,1
2908,3_merged_953836,932036,52 PIRIE at GOVERNORS,,0,a_414592,18546,1,1
2927,3_merged_953836,937511,DOWNTOWN,,1,a_414873,18632,1,1
2927,3_merged_953836,937510,DOWNTOWN,,1,a_414873,18632,1,1
2908,3_merged_953836,932033,52 PIRIE at GOVERNORS,,0,a_414598,18546,1,1
2908,3_merged_953836,932032,5C MEADOWLANDS,,0,a_414596,18548,1,1
2939,3_merged_953840,943682,BELL MANOR LOOP,,0,b_415157,18706,1,1
2939,3_merged_953840,943683,BELL MANOR LOOP,,0,b_415159,18706,1,1
2939,3_merged_953840,943680,BELL MANOR LOOP,,0,b_415161,18706,1,1
2939,3_merged_953840,943681,BELL MANOR LOOP,,0,b_415156,18706,1,1
2939,3_merged_953840,943686,BELL MANOR LOOP,,0,b_415160,18706,1,1
2939,3_merged_953840,943687,BELL MANOR LOOP,,0,b_415154,18706,1,1
2939,3_merged_953840,943684,BELL MANOR LOOP,,0,b_415155,18706,1,1
2939,3_merged_953840,943685,BELL MANOR LOOP,,0,b_415158,18706,1,1
2968,1_merged_953839,952939,55A LEVI LOOP,,0,b_415321,18859,1,1
2939,3_merged_953840,943688,BELL MANOR LOOP,,0,b_415161,18706,1,1
2939,3_merged_953840,943689,BELL MANOR LOOP,,0,b_415156,18706,1,1
2906,3_merged_953836,930899,HAMILTON GO CENTRE,,1,a_414510,18533,1,1
2906,3_merged_953836,930898,HAMILTON GO CENTRE,,1,a_414509,18533,1,1
2945,1_merged_953839,946332,STRATHCONA LOOP,,0,b_415294,18760,1,1
2906,3_merged_953836,930895,HAMILTON GO CENTRE,,1,a_414510,18533,1,1
2906,3_merged_953836,930894,HAMILTON GO CENTRE,,1,a_414509,18533,1,1
2906,3_merged_953836,930897,HAMILTON GO CENTRE,,1,a_414510,18533,1,1
2906,3_merged_953836,930896,HAMILTON GO CENTRE,,1,a_414509,18533,1,1
2906,3_merged_953836,930891,REID at DUNSMURE,,0,a_414510,18530,1,1
2906,3_merged_953836,930890,REID at DUNSMURE,,0,a_414509,18530,1,1
2906,3_merged_953836,930893,REID at DUNSMURE,,0,a_414510,18530,1,1
2906,3_merged_953836,930892,REID at DUNSMURE,,0,a_414509,18530,1,1
2953,1_merged_953839,947567,MOUNTAIN BROW LOOP,,0,b_415416,18791,1,1
2954,2_merged_953841,948071,UPPER OTTAWA at RYMAL,,0,b_415467,18795,1,1
2962,4_merged_953842,951434,MACNAB TRANSIT TERMINAL via UPPER JAMES,,1,b_415586,18818,1,1
2942,3_merged_953840,945414,52 HEAD STREET,,0,b_415276,18726,1,1
2959,2_merged_953841,950360,MACNAB TRANSIT TERMINAL,,1,b_415548,18807,1,1
2942,4_merged_953842,945630,52 HEAD STREET,,0,b_415284,18726,1,1
2956,1_merged_953839,948894,MACNAB TRANSIT TERMINAL,,1,b_415456,18800,1,1
2960,4_merged_953842,950831,MACNAB TRANSIT TERMINAL,,1,b_415568,18809,1,1
2953,1_merged_953839,947566,MOUNTAIN BROW LOOP,,0,b_415415,18791,1,1
2962,3_merged_953840,951366,MACNAB TRANSIT TERMINAL via UPPER JAMES,,1,b_415583,18818,1,1
2962,3_merged_953840,951367,MACNAB TRANSIT TERMINAL via GARTH,,1,b_415584,18819,1,1
2962,3_merged_953840,951364,MACNAB TRANSIT TERMINAL via UPPER JAMES,,1,b_415583,18818,1,1
2962,3_merged_953840,951365,MACNAB TRANSIT TERMINAL via GARTH,,1,b_415584,18819,1,1
2955,3_merged_953840,948629,MACNAB TRANSIT TERMINAL,,1,b_415475,18798,1,1
2955,3_merged_953840,948628,MACNAB TRANSIT TERMINAL,,1,b_415474,18798,1,1
2962,3_merged_953840,951360,MACNAB TRANSIT TERMINAL via UPPER JAMES,,1,b_415583,18818,1,1
2962,3_merged_953840,951361,MACNAB TRANSIT TERMINAL via GARTH,,1,b_415584,18819,1,1
2955,3_merged_953840,948625,MACNAB TRANSIT TERMINAL,,1,b_415476,18798,1,1
2954,3_merged_953840,948196,MACNAB TRANSIT TERMINAL,,1,b_415478,18796,1,1
2954,3_merged_953840,948195,MACNAB TRANSIT TERMINAL,,1,b_415475,18796,1,1
2954,3_merged_953840,948194,MACNAB TRANSIT TERMINAL,,1,b_415478,18796,1,1
2954,3_merged_953840,948193,MACNAB TRANSIT TERMINAL,,1,b_415475,18796,1,1
2954,3_merged_953840,948192,MACNAB TRANSIT TERMINAL,,1,b_415478,18796,1,1
2954,3_merged_953840,948191,MACNAB TRANSIT TERMINAL,,1,b_415473,18796,1,1
2954,3_merged_953840,948190,MACNAB TRANSIT TERMINAL,,1,b_415475,18796,1,1
2959,3_merged_953840,950363,MOUNTAIN TRANSIT CENTRE PARK 'N' RIDE,,0,b_415552,18806,1,1
2956,1_merged_953839,948895,MACNAB TRANSIT TERMINAL,,1,b_415448,18800,1,1
2953,1_merged_953839,947565,MOUNTAIN BROW LOOP,,0,b_415414,18791,1,1
2928,1_merged_953835,940889,ST. ELIZABETH VILLAGE via UPPER JAMES,,0,a_414837,18634,1,1
2928,1_merged_953835,940888,ST. ELIZABETH VILLAGE via GARTH,,0,a_414840,18635,1,1
2941,1_merged_953839,944505,MOUNT ALBION LOOP via BURLINGTON STREET,,0,b_415206,18717,1,1
2938,1_merged_953839,942320,1A UNIVERSITY PLAZA,,1,b_415071,18704,1,1
2928,1_merged_953835,940881,ST. ELIZABETH VILLAGE via UPPER JAMES,,0,a_414842,18634,1,1
2928,1_merged_953835,940880,ST. ELIZABETH VILLAGE via GARTH,,0,a_414995,18635,1,1
2928,1_merged_953835,940883,ST. ELIZABETH VILLAGE via UPPER JAMES,,0,a_414836,18634,1,1
2928,1_merged_953835,940882,ST. ELIZABETH VILLAGE via GARTH,,0,a_414839,18635,1,1
2928,1_merged_953835,940885,ST. ELIZABETH VILLAGE via UPPER JAMES,,0,a_414993,18634,1,1
2928,1_merged_953835,940884,ST. ELIZABETH VILLAGE via GARTH,,0,a_414875,18635,1,1
2928,1_merged_953835,940887,ST. ELIZABETH VILLAGE via UPPER JAMES,,0,a_414994,18634,1,1
2928,1_merged_953835,940886,ST. ELIZABETH VILLAGE via GARTH,,0,a_414843,18635,1,1
2956,2_merged_953841,948997,MACNAB TRANSIT TERMINAL,,1,b_415468,18800,1,1
2956,2_merged_953841,948996,MACNAB TRANSIT TERMINAL,,1,b_415501,18800,1,1
2956,2_merged_953841,948995,MACNAB TRANSIT TERMINAL,,1,b_415470,18800,1,1
2956,2_merged_953841,948994,MACNAB TRANSIT TERMINAL,,1,b_415472,18800,1,1
2956,2_merged_953841,948993,MACNAB TRANSIT TERMINAL,,1,b_415469,18800,1,1
2956,2_merged_953841,948992,MACNAB TRANSIT TERMINAL,,1,b_415471,18800,1,1
2956,2_merged_953841,948991,MACNAB TRANSIT TERMINAL,,1,b_415500,18800,1,1
2956,2_merged_953841,948990,MACNAB TRANSIT TERMINAL,,1,b_415468,18800,1,1
2950,1_merged_953839,947265,GARNER at WILSON,,0,b_415379,18780,1,1
2953,1_merged_953839,947564,MOUNTAIN BROW LOOP,,0,b_415413,18791,1,1
2956,2_merged_953841,948937,UPPER GAGE at RYMAL,,0,b_415501,18799,1,1
2956,2_merged_953841,948999,MACNAB TRANSIT TERMINAL,,1,b_415471,18800,1,1
2956,2_merged_953841,948998,MACNAB TRANSIT TERMINAL,,1,b_415500,18800,1,1
2907,2_merged_953837,931218,DOWNTOWN via BURLINGTON STREET,,1,a_414525,18539,1,1
2907,2_merged_953837,931219,DOWNTOWN via BURLINGTON STREET,,1,a_414529,18542,1,1
2942,1_merged_953839,944929,52 HEAD STREET,,0,b_415244,18726,1,1
2955,2_merged_953841,948573,MACNAB TRANSIT TERMINAL,,1,b_415471,18798,1,1
2925,4_merged_953838,936930,MACNAB TRANSIT TERMINAL,,1,a_414852,18625,1,1
2925,4_merged_953838,936931,MACNAB TRANSIT TERMINAL,,1,a_414851,18625,1,1
2925,4_merged_953838,936932,MACNAB TRANSIT TERMINAL,,1,a_414852,18625,1,1
2925,4_merged_953838,936933,MACNAB TRANSIT TERMINAL,,1,a_414851,18625,1,1
2925,4_merged_953838,936934,MACNAB TRANSIT TERMINAL,,1,a_414852,18625,1,1
2925,4_merged_953838,936935,MACNAB TRANSIT TERMINAL,,1,a_414851,18625,1,1
2925,4_merged_953838,936936,MACNAB TRANSIT TERMINAL,,1,a_414852,18625,1,1
2925,4_merged_953838,936937,MACNAB TRANSIT TERMINAL,,1,a_414851,18625,1,1
2923,2_merged_953837,935917,MACNAB TRANSIT TERMINAL,,1,a_414814,18620,1,1
2923,2_merged_953837,935916,MACNAB TRANSIT TERMINAL,,1,a_414815,18620,1,1
2923,2_merged_953837,935915,MACNAB TRANSIT TERMINAL,,1,a_414819,18620,1,1
2923,2_merged_953837,935914,MACNAB TRANSIT TERMINAL,,1,a_414814,18620,1,1
2923,2_merged_953837,935913,MACNAB TRANSIT TERMINAL,,1,a_414815,18620,1,1
2923,2_merged_953837,935912,MACNAB TRANSIT TERMINAL,,1,a_414819,18620,1,1
2906,1_merged_953835,940087,REID at DUNSMURE,,0,a_414972,18530,1,1
2923,2_merged_953837,935910,MACNAB TRANSIT TERMINAL,,1,a_414815,18620,1,1
2906,1_merged_953835,940089,REID at DUNSMURE,,0,a_414968,18530,1,1
2906,1_merged_953835,940088,REID at DUNSMURE,,0,a_415025,18530,1,1
2923,2_merged_953837,935919,MACNAB TRANSIT TERMINAL,,1,a_414815,18620,1,1
2923,2_merged_953837,935918,MACNAB TRANSIT TERMINAL,,1,a_414819,18620,1,1
2953,4_merged_953842,947793,MOUNTAIN BROW LOOP,,0,b_415431,18791,1,1
2942,3_merged_953840,945427,52 HEAD STREET,,0,b_415277,18726,1,1
2949,1_merged_953839,947220,VICTORIA at KING,,1,b_415371,18778,1,1
2942,1_merged_953839,944923,52 HEAD STREET,,0,b_415238,18726,1,1
2934,2_merged_953837,939269,EASTGATE SQUARE,,1,a_414946,18677,1,1
2934,2_merged_953837,939268,EASTGATE SQUARE,,1,a_414948,18676,1,1
2955,2_merged_953841,948568,MACNAB TRANSIT TERMINAL,,1,b_415472,18798,1,1
2934,2_merged_953837,939261,EASTGATE SQUARE,,1,a_414947,18677,1,1
2934,2_merged_953837,939260,EASTGATE SQUARE,,1,a_414946,18676,1,1
2934,2_merged_953837,939263,EASTGATE SQUARE,,1,a_414947,18676,1,1
2934,2_merged_953837,939262,EASTGATE SQUARE,,1,a_414947,18676,1,1
2934,2_merged_953837,939265,EASTGATE SQUARE,,1,a_414948,18677,1,1
2934,2_merged_953837,939264,EASTGATE SQUARE,,1,a_414947,18677,1,1
2934,2_merged_953837,939267,EASTGATE SQUARE,,1,a_414946,18676,1,1
2934,2_merged_953837,939266,EASTGATE SQUARE,,1,a_414946,18676,1,1
2932,1_merged_953835,938792,HAMILTON GO CENTRE,,1,a_415030,18665,1,1
2932,1_merged_953835,938793,HAMILTON GO CENTRE,,1,a_415033,18665,1,1
2932,1_merged_953835,938790,HAMILTON GO CENTRE,,1,a_415033,18665,1,1
2932,1_merged_953835,938791,HAMILTON GO CENTRE,,1,a_415026,18665,1,1
2932,1_merged_953835,938796,HAMILTON GO CENTRE,,1,a_415027,18665,1,1
2932,1_merged_953835,938797,HAMILTON GO CENTRE,,1,a_415031,18665,1,1
2932,1_merged_953835,938794,HAMILTON GO CENTRE,,1,a_415027,18666,1,1
2932,1_merged_953835,938795,HAMILTON GO CENTRE,,1,a_415031,18665,1,1
2932,1_merged_953835,938798,HAMILTON GO CENTRE,,1,a_415032,18665,1,1
2932,1_merged_953835,938799,HAMILTON GO CENTRE,,1,a_415029,18665,1,1
2947,1_merged_953839,946730,UNIVERSITY PLAZA,,1,b_415321,18768,1,1
2959,1_merged_953839,950228,MACNAB TRANSIT TERMINAL,,1,b_415542,18807,1,1
2969,1_merged_953839,953360,LAKELAND COMMUNITY CENTRE,,0,b_415668,18867,1,1
2942,1_merged_953839,945037,DOWNTOWN,,1,b_415254,18744,1,1
2942,1_merged_953839,945036,JONES at KING,,1,b_415238,18743,1,1
2959,1_merged_953839,950246,MACNAB TRANSIT TERMINAL,,1,b_415542,18807,1,1
2942,1_merged_953839,945035,DOWNTOWN,,1,b_415231,18744,1,1
2920,1_merged_953835,941132,UPPER OTTAWA at RYMAL via ANCHOR ROAD,,0,a_414764,18612,1,1
2920,1_merged_953835,941133,MACNAB TRANSIT TERMINAL,,1,a_414754,18614,1,1
2920,1_merged_953835,941130,UPPER OTTAWA at RYMAL via ANCHOR ROAD,,0,a_414764,18612,1,1
2920,1_merged_953835,941131,UPPER OTTAWA at RYMAL via ANCHOR ROAD,,0,a_415003,18612,1,1
2920,1_merged_953835,941136,MACNAB TRANSIT TERMINAL,,1,a_414758,18614,1,1
2920,1_merged_953835,941137,MACNAB TRANSIT TERMINAL,,1,a_414762,18614,1,1
2920,1_merged_953835,941134,MACNAB TRANSIT TERMINAL,,1,a_414756,18614,1,1
2920,1_merged_953835,941135,MACNAB TRANSIT TERMINAL,,1,a_414764,18614,1,1
2942,1_merged_953839,945033,5A GREENHILL at COCHRANE,,1,b_415234,18747,1,1
2920,1_merged_953835,941138,MACNAB TRANSIT TERMINAL,,1,a_414755,18614,1,1
2920,1_merged_953835,941139,MACNAB TRANSIT TERMINAL,,1,a_414761,18614,1,1
2959,1_merged_953839,950229,MACNAB TRANSIT TERMINAL,,1,b_415536,18807,1,1
2942,1_merged_953839,945109,JONES at KING,,1,b_415235,18741,1,1
2942,1_merged_953839,945108,DOWNTOWN,,1,b_415248,18744,1,1
2945,3_merged_953840,946483,DOWNTOWN,,1,b_415307,18762,1,1
2945,3_merged_953840,946482,DOWNTOWN,,1,b_415306,18762,1,1
2945,3_merged_953840,946481,DOWNTOWN,,1,b_415307,18762,1,1
2945,3_merged_953840,946480,DOWNTOWN,,1,b_415309,18762,1,1
2945,4_merged_953842,946487,STRATHCONA LOOP,,0,b_415310,18760,1,1
2945,4_merged_953842,946486,STRATHCONA LOOP,,0,b_415311,18760,1,1
2945,4_merged_953842,946485,STRATHCONA LOOP,,0,b_415310,18760,1,1
2945,3_merged_953840,946484,DOWNTOWN,,1,b_415306,18762,1,1
2945,4_merged_953842,946489,STRATHCONA LOOP,,0,b_415310,18760,1,1
2945,4_merged_953842,946488,STRATHCONA LOOP,,0,b_415311,18760,1,1
2942,3_merged_953840,945408,52 HEAD STREET,,0,b_415273,18726,1,1
2939,2_merged_953841,943548,HAMILTON GO CENTRE,,1,b_415148,18709,1,1
2926,1_merged_953835,940625,SCENIC LOOP,,0,a_414726,18626,1,1
2926,1_merged_953835,940624,SCENIC LOOP,,0,a_414719,18626,1,1
2926,1_merged_953835,940627,SCENIC LOOP,,0,a_414723,18626,1,1
2926,1_merged_953835,940626,SCENIC LOOP,,0,a_414989,18626,1,1
2926,1_merged_953835,940621,SCENIC LOOP,,0,a_414722,18626,1,1
2926,1_merged_953835,940620,SCENIC LOOP,,0,a_414720,18626,1,1
2926,1_merged_953835,940623,SCENIC LOOP,,0,a_414725,18626,1,1
2926,1_merged_953835,940622,SCENIC LOOP,,0,a_414721,18626,1,1
2926,1_merged_953835,940629,SCENIC LOOP,,0,a_414720,18626,1,1
2926,1_merged_953835,940628,SCENIC LOOP,,0,a_414724,18626,1,1
2958,1_merged_953839,949718,LIME RIDGE MALL,,0,b_415508,18804,1,1
2958,1_merged_953839,949719,LIME RIDGE MALL,,0,b_415509,18804,1,1
2942,3_merged_953840,945524,5A GREENHILL at COCHRANE,,1,b_415274,18752,1,1
2938,2_merged_953841,942567,HAMILTON GO CENTRE,,1,b_415089,18701,1,1
2961,1_merged_953839,950936,DOWNTOWN,,1,b_415574,18813,1,1
2939,4_merged_953842,943826,HAMILTON GO CENTRE,,1,b_415164,18709,1,1
2958,2_merged_953841,949836,LIME RIDGE MALL,,0,b_415516,18804,1,1
2947,1_merged_953839,946697,UNIVERSITY PLAZA,,1,b_415334,18768,1,1
2942,3_merged_953840,945409,5C MEADOWLANDS,,0,b_415274,18730,1,1
2931,2_merged_953837,941860,RYMAL at UPPER JAMES,,1,a_415041,18663,1,1
2931,2_merged_953837,941861,RYMAL at UPPER JAMES,,1,a_415042,18694,1,1
2942,2_merged_953841,945361,JONES at KING,,1,b_415264,18743,1,1
2931,2_merged_953837,941863,RYMAL at UPPER JAMES,,1,a_415044,18694,1,1
2931,2_merged_953837,941864,RYMAL at UPPER JAMES,,1,a_415043,18694,1,1
2931,3_merged_953836,941865,ANCASTER BUSINESS PARK,,0,a_415046,18658,1,1
2931,3_merged_953836,941866,ANCASTER BUSINESS PARK,,0,a_415047,18658,1,1
2931,3_merged_953836,941867,ANCASTER BUSINESS PARK,,0,a_415046,18658,1,1
2932,1_merged_953835,941684,HAMILTON GO CENTRE,,1,a_415027,18665,1,1
2932,1_merged_953835,941685,HAMILTON GO CENTRE,,1,a_415028,18665,1,1
2932,1_merged_953835,941686,HAMILTON GO CENTRE,,1,a_415031,18665,1,1
2932,1_merged_953835,941687,HAMILTON GO CENTRE,,1,a_415032,18665,1,1
2932,1_merged_953835,941680,HAMILTON GO CENTRE,,1,a_415032,18665,1,1
2932,1_merged_953835,941681,HAMILTON GO CENTRE,,1,a_415029,18665,1,1
2932,1_merged_953835,941682,HAMILTON GO CENTRE,,1,a_415030,18665,1,1
2932,1_merged_953835,941683,HAMILTON GO CENTRE,,1,a_415026,18665,1,1
2914,2_merged_953837,933511,VALLEY PARK,,0,a_414671,18588,1,1
2914,2_merged_953837,933510,VALLEY PARK,,0,a_414670,18588,1,1
2914,2_merged_953837,933513,VALLEY PARK,,0,a_414671,18588,1,1
2914,2_merged_953837,933512,VALLEY PARK,,0,a_414670,18588,1,1
2914,2_merged_953837,933515,VALLEY PARK,,0,a_414672,18588,1,1
2914,2_merged_953837,933514,VALLEY PARK,,0,a_414671,18588,1,1
